x,y,t_h,T_K,alpha,q_Wm3
0.01,0.23,15.384615,299.19482,0.43158296,833.0097
0.01,0.23,15.897436,299.30328,0.4417221,814.6635
0.01,0.23,16.410257,299.40027,0.45163763,796.67725
0.01,0.23,16.923077,299.4858,0.4613341,779.0464
0.01,0.23,17.435898,299.56018,0.47081572,761.7665
0.01,0.23,17.948717,299.62363,0.4800867,744.83307
0.01,0.23,18.461538,299.67618,0.48915142,728.2409
0.01,0.23,18.97436,299.71817,0.49801394,711.9856
0.01,0.23,19.487179,299.74966,0.5066785,696.06213
0.01,0.23,20.0,299.77084,0.5151492,680.4656
0.01,0.25,0.0,289.42947,0.0,1563.6545
0.01,0.25,0.51282054,289.97684,0.019060068,1533.66
0.01,0.25,1.0256411,290.5067,0.037753128,1504.024
0.01,0.25,1.5384616,291.01926,0.056083664,1474.7532
0.01,0.25,2.0512822,291.51468,0.074056216,1445.8544
0.01,0.25,2.5641026,291.99313,0.09167542,1417.3333
0.01,0.25,3.0769231,292.45502,0.10894598,1389.195
0.01,0.25,3.5897436,292.90033,0.12587258,1361.4442
0.01,0.25,4.1025643,293.32935,0.14246008,1334.0853
0.01,0.25,4.6153846,293.74234,0.15871331,1307.1211
0.01,0.25,5.1282053,294.1395,0.17463699,1280.5549
0.01,0.25,5.6410255,294.52106,0.19023623,1254.3884
0.01,0.25,6.1538463,294.88712,0.2055159,1228.6235
0.01,0.25,6.6666665,295.238,0.220481,1203.2616
0.01,0.25,7.179487,295.57385,0.23513633,1178.3038
0.01,0.25,7.6923075,295.89487,0.249487,1153.7495
0.01,0.25,8.205129,296.20132,0.26353803,1129.599
0.01,0.25,8.717949,296.49344,0.27729413,1105.8518
0.01,0.25,9.230769,296.77136,0.29076058,1082.5072
0.01,0.25,9.743589,297.03522,0.30394214,1059.5632
0.01,0.25,10.256411,297.28534,0.3168438,1037.0192
0.01,0.25,10.769231,297.52188,0.32947043,1014.872
0.01,0.25,11.282051,297.74512,0.34182686,993.1204
0.01,0.25,11.794871,297.95508,0.35391802,971.761
0.01,0.25,12.307693,298.15216,0.36574873,950.79144
0.01,0.25,12.820513,298.33636,0.3773237,930.2085
0.01,0.25,13.333333,298.50797,0.38864776,910.0091
0.01,0.25,13.846154,298.6671,0.39972556,890.18915
0.01,0.25,14.358974,298.81415,0.41056165,870.7456
0.01,0.25,14.871795,298.94913,0.42116082,851.67426
0.01,0.25,15.384615,299.07227,0.43152747,832.9711
0.01,0.25,15.897436,299.18372,0.4416662,814.63196
0.01,0.25,16.410257,299.28372,0.45158145,796.6523
0.01,0.25,16.923077,299.37244,0.4612775,779.02814
0.01,0.25,17.435898,299.45007,0.47075897,761.75446
0.01,0.25,17.948717,299.5167,0.48002988,744.8267
0.01,0.25,18.461538,299.57266,0.48909456,728.2403
0.01,0.25,18.97436,299.618,0.4979572,711.9904
0.01,0.25,19.487179,299.65298,0.5066218,696.0721
0.01,0.25,20.0,299.67764,0.5150925,680.4804
0.01,0.27,0.0,289.2147,0.0,1563.3253
0.01,0.27,0.51282054,289.7603,0.019055948,1533.3286
0.01,0.27,1.0256411,290.2887,0.03774499,1503.6923
0.01,0.27,1.5384616,290.8,0.056071408,1474.4237
0.01,0.27,2.0512822,291.2944,0.074039996,1445.5282
0.01,0.27,2.5641026,291.77222,0.09165524,1417.0128
0.01,0.27,3.0769231,292.23355,0.108921885,1388.8816
0.01,0.27,3.5897436,292.6786,0.12584469,1361.139
0.01,0.27,4.1025643,293.1076,0.14242847,1333.7891
0.01,0.27,4.6153846,293.52075,0.15867805,1306.8348
0.01,0.27,5.1282053,293.91833,0.17459835,1280.2794
0.01,0.27,5.6410255,294.30045,0.19019425,1254.1243
0.01,0.27,6.1538463,294.66727,0.20547074,1228.3712
0.01,0.27,6.6666665,295.01917,0.22043276,1203.0214
0.01,0.27,7.179487,295.35617,0.23508522,1178.0758
0.01,0.27,7.6923075,295.67856,0.24943317,1153.5344
0.01,0.27,8.205129,295.98645,0.26348162,1129.3967
0.01,0.27,8.717949,296.2802,0.27723536,1105.6625
0.01,0.27,9.230769,296.55997,0.2906995,1082.3304
0.01,0.27,9.743589,296.8258,0.303879,1059.3993
0.01,0.27,10.256411,297.07803,0.31677872,1036.8674
0.01,0.27,10.769231,297.31683,0.32940352,1014.73267
0.01,0.27,11.282051,297.54233,0.34175828,992.993
0.01,0.27,11.794871,297.75485,0.353848,971.6456
0.01,0.27,12.307693,297.95447,0.3656774,950.6875
0.01,0.27,12.820513,298.14145,0.37725115,930.11566
0.01,0.27,13.333333,298.31592,0.38857412,909.9268
0.01,0.27,13.846154,298.4781,0.39965096,890.1177
0.01,0.27,14.358974,298.62817,0.41048622,870.6842
0.01,0.27,14.871795,298.76624,0.42108467,851.6225
0.01,0.27,15.384615,298.89264,0.43145075,832.9287
0.01,0.27,15.897436,299.00742,0.44158903,814.5987
0.01,0.27,16.410257,299.11084,0.45150387,796.6277
0.01,0.27,16.923077,299.20306,0.4611998,779.01166
0.01,0.27,17.435898,299.28427,0.47068098,761.74585
0.01,0.27,17.948717,299.3546,0.47995186,744.8256
0.01,0.27,18.461538,299.41418,0.4890166,728.24634
0.01,0.27,18.97436,299.46338,0.49787927,712.0032
0.01,0.27,19.487179,299.5021,0.5065442,696.0912
0.01,0.27,20.0,299.5307,0.5150151,680.5057
0.01,0.29,0.0,288.93622,0.0,1562.8622
0.01,0.29,0.51282054,289.4803,0.019050263,1532.8702
0.01,0.29,1.0256411,290.0073,0.037733674,1503.2405
0.01,0.29,1.5384616,290.51758,0.056054667,1473.9799
0.01,0.29,2.0512822,291.0112,0.07401778,1445.0951
0.01,0.29,2.5641026,291.48843,0.09162781,1416.5906
0.01,0.29,3.0769231,291.9494,0.10888924,1388.4724
0.01,0.29,3.5897436,292.39447,0.12580718,1360.7435
0.01,0.29,4.1025643,292.82364,0.14238612,1333.4081
0.01,0.29,4.6153846,293.2372,0.15863112,1306.4694
0.01,0.29,5.1282053,293.6354,0.17454703,1279.9298
0.01,0.29,5.6410255,294.01837,0.19013876,1253.7913
0.01,0.29,6.1538463,294.38623,0.20541118,1228.055
0.01,0.29,6.6666665,294.73926,0.22036943,1202.722
0.01,0.29,7.179487,295.07767,0.23501837,1177.7935
0.01,0.29,7.6923075,295.40167,0.24936292,1153.2689
0.01,0.29,8.205129,295.71136,0.2634082,1129.1482
0.01,0.29,8.717949,296.00702,0.27715907,1105.4308
0.01,0.29,9.230769,296.2888,0.29062045,1082.1151
0.01,0.29,9.743589,296.55692,0.30379736,1059.2004
0.01,0.29,10.256411,296.81152,0.3166947,1036.6844
0.01,0.29,10.769231,297.0529,0.32931733,1014.56555
0.01,0.29,11.282051,297.28107,0.3416702,992.8409
0.01,0.29,11.794871,297.4964,0.35375816,971.50836
0.01,0.29,12.307693,297.6989,0.36558586,950.5645
0.01,0.29,12.820513,297.88895,0.37715828,930.0067
0.01,0.29,13.333333,298.06656,0.38847992,909.8316
0.01,0.29,13.846154,298.23203,0.39955568,890.0352
0.01,0.29,14.358974,298.38547,0.41038996,870.6143
0.01,0.29,14.871795,298.52704,0.42098773,851.5646
0.01,0.29,15.384615,298.657,0.43135312,832.8824
0.01,0.29,15.897436,298.77548,0.44149083,814.5632
0.01,0.29,16.410257,298.88263,0.4514054,796.6027
0.01,0.29,16.923077,298.97873,0.46110103,778.99677
0.01,0.29,17.435898,299.0638,0.4705821,761.7404
0.01,0.29,17.948717,299.13815,0.47985297,744.82935
0.01,0.29,18.461538,299.20187,0.48891777,728.25867
0.01,0.29,18.97436,299.25507,0.4977807,712.0235
0.01,0.29,19.487179,299.29803,0.5064458,696.1193
0.01,0.29,20.0,299.3309,0.51491725,680.541
0.01,0.31,0.0,288.59576,0.0,1562.2682
0.01,0.31,0.51282054,289.13834,0.019043066,1532.2866
0.01,0.31,1.0256411,289.66418,0.03771928,1502.6699
0.01,0.31,1.5384616,290.17352,0.056033388,1473.4242
0.01,0.31,2.0512822,290.66653,0.07398977,1444.5555
0.01,0.31,2.5641026,291.14343,0.09159323,1416.0685
0.01,0.31,3.0769231,291.6043,0.10884845,1387.9686
0.01,0.31,3.5897436,292.0495,0.1257602,1360.2594
0.01,0.31,4.1025643,292.479,0.14233339,1332.9442
0.01,0.31,4.6153846,292.89322,0.15857276,1306.0262
0.01,0.31,5.1282053,293.29218,0.1744833,1279.5074
0.01,0.31,5.6410255,293.67612,0.19007,1253.3903
0.01,0.31,6.1538463,294.04526,0.20533764,1227.6755
0.01,0.31,6.6666665,294.39972,0.2202914,1202.3641
0.01,0.31,7.179487,294.73978,0.23493591,1177.4569
0.01,0.31,7.6923075,295.06558,0.2492765,1152.9537
0.01,0.31,8.205129,295.3773,0.26331806,1128.8538
0.01,0.31,8.717949,295.67514,0.27706546,1105.157
0.01,0.31,9.230769,295.95923,0.29052353,1081.8619
0.01,0.31,9.743589,296.22992,0.30369744,1058.9668
0.01,0.31,10.256411,296.48718,0.31659213,1036.4706
0.01,0.31,10.769231,296.7313,0.32921225,1014.37024
0.01,0.31,11.282051,296.96246,0.3415628,992.6641
0.01,0.31,11.794871,297.18085,0.35364863,971.3495
0.01,0.31,12.307693,297.38663,0.36547452,950.42285
0.01,0.31,12.820513,297.58002,0.3770452,929.8817
0.01,0.31,13.333333,297.7611,0.3883655,909.72266
0.01,0.31,13.846154,297.93008,0.39944,889.9418
0.01,0.31,14.358974,298.08722,0.41027328,870.5357
0.01,0.31,14.871795,298.23267,0.42087007,851.50024
0.01,0.31,15.384615,298.36646,0.43123472,832.8316
0.01,0.31,15.897436,298.48895,0.44137204,814.52527
0.01,0.31,16.410257,298.60022,0.45128608,796.5773
0.01,0.31,16.923077,298.7004,0.46098155,778.983
0.01,0.31,17.435898,298.78976,0.4704625,761.7379
0.01,0.31,17.948717,298.8684,0.4797334,744.8374
0.01,0.31,18.461538,298.93652,0.48879838,728.27673
0.01,0.31,18.97436,298.99423,0.4976616,712.05115
0.01,0.31,19.487179,299.04178,0.5063271,696.156
0.01,0.31,20.0,299.07922,0.5147991,680.58606
0.01,0.33,0.0,288.1949,0.0,1561.5461
0.01,0.33,0.51282054,288.7361,0.019034252,1531.5819
0.01,0.33,1.0256411,289.2609,0.037702017,1501.9839
0.01,0.33,1.5384616,289.7695,0.056007676,1472.7592
0.01,0.33,2.0512822,290.26202,0.07395608,1443.9125
0.01,0.33,2.5641026,290.73862,0.09155171,1415.4487
0.01,0.33,3.0769231,291.1996,0.10879943,1387.3728
0.01,0.33,3.5897436,291.645,0.12570402,1359.6881
0.01,0.33,4.1025643,292.0751,0.1422703,1332.3984
0.01,0.33,4.6153846,292.49005,0.15850319,1305.5062
0.01,0.33,5.1282053,292.89,0.17440751,1279.0132
0.01,0.33,5.6410255,293.2752,0.18998818,1252.922
0.01,0.33,6.1538463,293.64575,0.2052503,1227.2334
0.01,0.33,6.6666665,294.00192,0.22019874,1201.9479
0.01,0.33,7.179487,294.34384,0.23483838,1177.0663
0.01,0.33,7.6923075,294.67166,0.24917428,1152.5885
0.01,0.33,8.205129,294.9856,0.26321143,1128.5135
0.01,0.33,8.717949,295.28586,0.2769547,1104.8412
0.01,0.33,9.230769,295.57254,0.29040915,1081.5703
0.01,0.33,9.743589,295.84595,0.30357963,1058.6987
0.01,0.33,10.256411,296.10614,0.31647107,1036.225
0.01,0.33,10.769231,296.35333,0.3290884,1014.1472
0.01,0.33,11.282051,296.58765,0.34143627,992.4626
0.01,0.33,11.794871,296.8094,0.35351974,971.1685
0.01,0.33,12.307693,297.01868,0.3653436,950.2624
0.01,0.33,12.820513,297.2157,0.37691247,929.74036
0.01,0.33,13.333333,297.4005,0.38823104,909.59985
0.01,0.33,13.846154,297.57343,0.39930415,889.83685
0.01,0.33,14.358974,297.7345,0.41013628,870.4479
0.01,0.33,14.871795,297.88397,0.42073205,851.429
0.01,0.33,15.384615,298.0221,0.43109605,832.7758
0.01,0.33,15.897436,298.14883,0.44123268,814.48456
0.01,0.33,16.410257,298.26447,0.45114636,796.5508
0.01,0.33,16.923077,298.36917,0.46084154,778.97003
0.01,0.33,17.435898,298.4631,0.47032243,761.73773
0.01,0.33,17.948717,298.5464,0.4795934,744.8494
0.01,0.33,18.461538,298.61923,0.4886586,728.30035
0.01,0.33,18.97436,298.68176,0.49752218,712.08563
0.01,0.33,19.487179,298.73416,0.50618815,696.2007
0.01,0.33,20.0,298.77655,0.5146607,680.64044
0.01,0.35,0.0,287.7351,0.0,1560.6986
0.01,0.35,0.51282054,288.27505,0.019023977,1530.7579
0.01,0.35,1.0256411,288.79895,0.03768173,1501.1853
0.01,0.35,1.5384616,289.3069,0.05597779,1471.9865
0.01,0.35,2.0512822,289.799,0.073916756,1443.1672
0.01,0.35,2.5641026,290.2756,0.09150342,1414.7325
0.01,0.35,3.0769231,290.73672,0.10874253,1386.6859
0.01,0.35,3.5897436,291.1826,0.12563883,1359.0312
0.01,0.35,4.1025643,291.6134,0.14219722,1331.7719
0.01,0.35,4.6153846,292.02924,0.15842256,1304.9102
0.01,0.35,5.1282053,292.43042,0.17431974,1278.4482
0.01,0.35,5.6410255,292.817,0.18989372,1252.3875
0.01,0.35,6.1538463,293.18918,0.20514937,1226.7295
0.01,0.35,6.6666665,293.54718,0.22009182,1201.4741
0.01,0.35,7.179487,293.89108,0.23472583,1176.6223
0.01,0.35,7.6923075,294.22116,0.24905641,1152.1741
0.01,0.35,8.205129,294.53763,0.26308867,1128.1279
0.01,0.35,8.717949,294.84045,0.27682737,1104.484
0.01,0.35,9.230769,295.12997,0.29027757,1081.2405
0.01,0.35,9.743589,295.40634,0.30344415,1058.3958
0.01,0.35,10.256411,295.66965,0.31633204,1035.9484
0.01,0.35,10.769231,295.92017,0.32894605,1013.8957
0.01,0.35,11.282051,296.158,0.34129107,992.23584
0.01,0.35,11.794871,296.3833,0.3533719,970.96545
0.01,0.35,12.307693,296.59634,0.36519334,950.082
0.01,0.35,12.820513,296.79718,0.37676013,929.5823
0.01,0.35,13.333333,296.98602,0.38807693,909.4629
0.01,0.35,13.846154,297.16312,0.39914852,889.7202
0.01,0.35,14.358974,297.32846,0.40997928,870.35065
0.01,0.35,14.871795,297.4823,0.42057398,851.35034
0.01,0.35,15.384615,297.62482,0.43093714,832.715
0.01,0.35,15.897436,297.7562,0.44107306,814.4406
0.01,0.35,16.410257,297.87653,0.45098633,796.52295
0.01,0.35,16.923077,297.986,0.4606813,778.95746
0.01,0.35,17.435898,298.08478,0.4701621,761.7397
0.01,0.35,17.948717,298.1731,0.47943324,744.86505
0.01,0.35,18.461538,298.25098,0.48849863,728.3289
0.01,0.35,18.97436,298.3186,0.49736264,712.12646
0.01,0.35,19.487179,298.3762,0.5060292,696.253
0.01,0.35,20.0,298.42383,0.5145025,680.70355
0.01,0.37,0.0,287.21802,0.0,1559.7291
0.01,0.37,0.51282054,287.75687,0.019012243,1529.8175
0.01,0.37,1.0256411,288.2799,0.037658572,1500.2754
0.01,0.37,1.5384616,288.78732,0.05594358,1471.1089
0.01,0.37,2.0512822,289.27924,0.07387201,1442.3226
0.01,0.37,2.5641026,289.7558,0.0914485,1413.922
0.01,0.37,3.0769231,290.21725,0.10867786,1385.9099
0.01,0.37,3.5897436,290.6637,0.12556481,1358.2902
0.01,0.37,4.1025643,291.0953,0.1421143,1331.0662
0.01,0.37,4.6153846,291.51224,0.15833113,1304.2399
0.01,0.37,5.1282053,291.9147,0.17422034,1277.8132
0.01,0.37,5.6410255,292.30286,0.18978666,1251.7876
0.01,0.37,6.1538463,292.67685,0.20503515,1226.1643
0.01,0.37,6.6666665,293.03683,0.21997082,1200.9436
0.01,0.37,7.179487,293.38303,0.23459852,1176.1256
0.01,0.37,7.6923075,293.7155,0.24892327,1151.7106
0.01,0.37,8.205129,294.0345,0.26295006,1127.6973
0.01,0.37,8.717949,294.34024,0.27668363,1104.0851
0.01,0.37,9.230769,294.63266,0.29012904,1080.8726
0.01,0.37,9.743589,294.91226,0.30329132,1058.0583
0.01,0.37,10.256411,295.17892,0.31617525,1035.6404
0.01,0.37,10.769231,295.43298,0.32878563,1013.6163
0.01,0.37,11.282051,295.67447,0.34112743,991.9838
0.01,0.37,11.794871,295.90363,0.35320526,970.74005
0.01,0.37,12.307693,296.12064,0.3650241,949.88226
0.01,0.37,12.820513,296.32562,0.37658858,929.40717
0.01,0.37,13.333333,296.51877,0.38790342,909.3114
0.01,0.37,13.846154,296.70013,0.39897323,889.5915
0.01,0.37,14.358974,296.87006,0.4098026,870.2437
0.01,0.37,14.871795,297.02856,0.4203961,851.264
0.01,0.37,15.384615,297.1758,0.43075824,832.6485
0.01,0.37,15.897436,297.31207,0.44089356,814.39294
0.01,0.37,16.410257,297.43735,0.45080626,796.49316
0.01,0.37,16.923077,297.55188,0.46050093,778.94476
0.01,0.37,17.435898,297.65582,0.46998176,761.7431
0.01,0.37,17.948717,297.74933,0.479253,744.8837
0.01,0.37,18.461538,297.83252,0.4883187,728.362
0.01,0.37,18.97436,297.90558,0.49718323,712.1732
0.01,0.37,19.487179,297.9687,0.5058505,696.31256
0.01,0.37,20.0,298.02188,0.5143245,680.77515
0.01,0.39,0.0,286.6453,0.0,1558.6405
0.01,0.39,0.51282054,287.18307,0.018998995,1528.7634
0.01,0.39,1.0256411,287.70532,0.0376326,1499.2576
0.01,0.39,1.5384616,288.21228,0.05590535,1470.1285
0.01,0.39,2.0512822,288.70407,0.07382199,1441.3802
0.01,0.39,2.5641026,289.1808,0.09138706,1413.0188
0.01,0.39,3.0769231,289.6426,0.10860557,1385.0461
0.01,0.39,3.5897436,290.08975,0.12548216,1357.4666
0.01,0.39,4.1025643,290.5223,0.14202172,1330.2823
0.01,0.39,4.6153846,290.9405,0.15822917,1303.4958
0.01,0.39,5.1282053,291.34442,0.1741094,1277.1091
0.01,0.39,5.6410255,291.73425,0.18966737,1251.123
0.01,0.39,6.1538463,292.11017,0.2049079,1225.539
0.01,0.39,6.6666665,292.4723,0.21983616,1200.3564
0.01,0.39,7.179487,292.82083,0.23445682,1175.5767
0.01,0.39,7.6923075,293.15594,0.24877499,1151.1986
0.01,0.39,8.205129,293.47772,0.26279572,1127.2214
0.01,0.39,8.717949,293.78644,0.27652365,1103.645
0.01,0.39,9.230769,294.0821,0.28996393,1080.4672
0.01,0.39,9.743589,294.365,0.3031214,1057.6865
0.01,0.39,10.256411,294.63522,0.3160009,1035.3008
0.01,0.39,10.769231,294.89297,0.32860738,1013.3082
0.01,0.39,11.282051,295.1384,0.34094545,991.70624
0.01,0.39,11.794871,295.37158,0.35302016,970.49194
0.01,0.39,12.307693,295.5928,0.3648361,949.6626
0.01,0.39,12.820513,295.80212,0.37639803,929.2148
0.01,0.39,13.333333,295.99973,0.3877107,909.14496
0.01,0.39,13.846154,296.1858,0.3987786,889.4502
0.01,0.39,14.358974,296.3604,0.40960628,870.1264
0.01,0.39,14.871795,296.5238,0.42019856,851.1695
0.01,0.39,15.384615,296.67606,0.4305597,832.5759
0.01,0.39,15.897436,296.81738,0.4406942,814.3412
0.01,0.39,16.410257,296.9479,0.4506064,796.4612
0.01,0.39,16.923077,297.06778,0.46030077,778.93146
0.01,0.39,17.435898,297.1772,0.46978158,761.74756
0.01,0.39,17.948717,297.2762,0.4790529,744.9051
0.01,0.39,18.461538,297.365,0.48811913,728.3991
0.01,0.39,18.97436,297.4438,0.49698412,712.22534
0.01,0.39,19.487179,297.51263,0.5056521,696.3788
0.01,0.39,20.0,297.5717,0.514127,680.85455
0.03,0.01,0.0,287.10693,0.0,1557.4154
0.03,0.01,0.51282054,287.68652,0.018986583,1527.9557
0.03,0.01,1.0256411,288.24622,0.03761252,1498.8165
0.03,0.01,1.5384616,288.78635,0.05588188,1470.0066
0.03,0.01,2.0512822,289.30707,0.07379868,1441.5355
0.03,0.01,2.5641026,289.80878,0.091367245,1413.4113
0.03,0.01,3.0769231,290.29175,0.10859175,1385.6404
0.03,0.01,3.5897436,290.75616,0.12547678,1358.2307
0.03,0.01,4.1025643,291.2024,0.14202668,1331.187
0.03,0.01,4.6153846,291.6307,0.15824597,1304.5148
0.03,0.01,5.1282053,292.0414,0.17413929,1278.2183
0.03,0.01,5.6410255,292.43475,0.18971135,1252.3013
0.03,0.01,6.1538463,292.8109,0.20496678,1226.7671
0.03,0.01,6.6666665,293.1703,0.21991032,1201.6183
0.03,0.01,7.179487,293.51306,0.23454669,1176.8567
0.03,0.01,7.6923075,293.83957,0.2488806,1152.4838
0.03,0.01,8.205129,294.15005,0.2629171,1128.5004
0.03,0.01,8.717949,294.44476,0.27666074,1104.9071
0.03,0.01,9.230769,294.72388,0.29011643,1081.704
0.03,0.01,9.743589,294.98782,0.30328888,1058.8906
0.03,0.01,10.256411,295.23672,0.31618303,1036.4657
0.03,0.01,10.769231,295.47092,0.32880354,1014.42865
0.03,0.01,11.282051,295.69055,0.3411551,992.7774
0.03,0.01,11.794871,295.89594,0.3532426,971.5102
0.03,0.01,12.307693,296.08728,0.3650708,950.6249
0.03,0.01,12.820513,296.26486,0.37664425,930.11884
0.03,0.01,13.333333,296.42892,0.38796756,909.98944
0.03,0.01,13.846154,296.57962,0.3990455,890.2334
0.03,0.01,14.358974,296.7173,0.40988255,870.8478
0.03,0.01,14.871795,296.8421,0.42048323,851.8288
0.03,0.01,15.384615,296.95428,0.43085212,833.1731
0.03,0.01,15.897436,297.05402,0.4409936,814.8765
0.03,0.01,16.410257,297.1416,0.45091206,796.93536
0.03,0.01,16.923077,297.21725,0.46061197,779.3453
0.03,0.01,17.435898,297.28113,0.47009742,762.1022
0.03,0.01,17.948717,297.33347,0.47937277,745.2017
0.03,0.01,18.461538,297.37448,0.4884422,728.63904
0.03,0.01,18.97436,297.40445,0.49730986,712.41016
0.03,0.01,19.487179,297.4235,0.5059798,696.5099
0.03,0.01,20.0,297.4318,0.5144561,680.9338
0.03,0.03,0.0,287.77838,0.0,1558.8732
0.03,0.03,0.51282054,288.35345,0.01900395,1529.3185
0.03,0.03,1.0256411,288.90875,0.037646107,1500.0885
0.03,0.03,1.5384616,289.44464,0.05593054,1471.1918
0.03,0.03,2.0512822,289.96118,0.07386142,1442.6388
0.03,0.03,2.5641026,290.45895,0.09144308,1414.436
0.03,0.03,3.0769231,290.93805,0.108679734,1386.5914
0.03,0.03,3.5897436,291.39877,0.12557603,1359.1107
0.03,0.03,4.1025643,291.84137,0.14213637,1331.9999
0.03,0.03,4.6153846,292.26617,0.1583653,1305.2639
0.03,0.03,5.1282053,292.6735,0.17426744,1278.9073
0.03,0.03,5.6410255,293.06342,0.18984762,1252.9331
0.03,0.03,6.1538463,293.4365,0.20511052,1227.345
0.03,0.03,6.6666665,293.7927,0.2200608,1202.1448
0.03,0.03,7.179487,294.1325,0.23470336,1177.3345
0.03,0.03,7.6923075,294.45612,0.24904296,1152.9155
0.03,0.03,8.205129,294.76376,0.26308444,1128.889
0.03,0.03,8.717949,295.05566,0.27683264,1105.255
0.03,0.03,9.230769,295.3322,0.29029232,1082.0134
0.03,0.03,9.743589,295.59357,0.30346844,1059.1635
0.03,0.03,10.256411,295.84,0.31636566,1036.7043
0.03,0.03,10.769231,296.07172,0.32898888,1014.6351
0.03,0.03,11.282051,296.28903,0.3413428,992.95355
0.03,0.03,11.794871,296.49216,0.3534324,971.6581
0.03,0.03,12.307693,296.68134,0.36526215,950.74603
0.03,0.03,12.820513,296.85678,0.37683696,930.21497
0.03,0.03,13.333333,297.01877,0.38816136,910.0623
0.03,0.03,13.846154,297.16748,0.39924005,890.2844
0.03,0.03,14.358974,297.3032,0.41007754,870.87854
0.03,0.03,14.871795,297.42606,0.4206785,851.8405
0.03,0.03,15.384615,297.53638,0.43104744,833.16705
0.03,0.03,15.897436,297.63437,0.4411887,814.8541
0.03,0.03,16.410257,297.72025,0.4511069,796.8976
0.03,0.03,16.923077,297.79416,0.46080613,779.29346
0.03,0.03,17.435898,297.85638,0.47029093,762.03723
0.03,0.03,17.948717,297.90714,0.47956538,745.1246
0.03,0.03,18.461538,297.94662,0.4886338,728.55084
0.03,0.03,18.97436,297.97504,0.49750033,712.3115
0.03,0.03,19.487179,297.99255,0.5061689,696.40204
0.03,0.03,20.0,297.99942,0.5146438,680.8174
0.03,0.05,0.0,288.36554,0.0,1560.165
0.03,0.05,0.51282054,288.93643,0.019019283,1530.5238
0.03,0.05,1.0256411,289.48764,0.037675783,1501.2113
0.03,0.05,1.5384616,290.0196,0.055973567,1472.2369
0.03,0.05,2.0512822,290.5325,0.07391691,1443.6096
0.03,0.05,2.5641026,291.02655,0.09151004,1415.3363
0.03,0.05,3.0769231,291.5021,0.10875739,1387.4249
0.03,0.05,3.5897436,291.95947,0.12566355,1359.8812
0.03,0.05,4.1025643,292.39886,0.14223295,1332.7104
0.03,0.05,4.6153846,292.8205,0.15847023,1305.9178
0.03,0.05,5.1282053,293.22476,0.17438018,1279.5073
0.03,0.05,5.6410255,293.61188,0.18996742,1253.4825
0.03,0.05,6.1538463,293.98212,0.20523667,1227.8462
0.03,0.05,6.6666665,294.33566,0.22019294,1202.6007
0.03,0.05,7.179487,294.6729,0.23484084,1177.7477
0.03,0.05,7.6923075,294.99402,0.24918523,1153.2886
0.03,0.05,8.205129,295.2993,0.2632311,1129.2238
0.03,0.05,8.717949,295.58896,0.27698308,1105.5538
0.03,0.05,9.230769,295.86325,0.29044634,1082.2782
0.03,0.05,9.743589,296.1225,0.3036254,1059.3966
0.03,0.05,10.256411,296.36694,0.31652537,1036.9077
0.03,0.05,10.769231,296.5967,0.32915092,1014.8103
0.03,0.05,11.282051,296.8122,0.3415069,993.1025
0.03,0.05,11.794871,297.01352,0.3535981,971.78235
0.03,0.05,12.307693,297.20093,0.36542928,950.8472
0.03,0.05,12.820513,297.3748,0.37700516,930.29456
0.03,0.05,13.333333,297.5351,0.38833052,910.12134
0.03,0.05,13.846154,297.6823,0.3994097,890.3247
